Source,Target,Musica
joao pessoa,maceio,"olha a explosao"
joao pessoa,porto velho,"olha a explosao"
joao pessoa,sao luis,"olha a explosao"
joao pessoa,maceio,"acordando o predio"
joao pessoa,porto velho,"acordando o predio"
joao pessoa,sao luis,"acordando o predio"
joao pessoa,sao luis,"agora"
joao pessoa,maceio,"de quem e a culpa - ao vivo"
joao pessoa,porto velho,"de quem e a culpa - ao vivo"
joao pessoa,sao luis,"de quem e a culpa - ao vivo"
joao pessoa,sao paulo,"de quem e a culpa - ao vivo"
joao pessoa,sao luis,"absurda"
joao pessoa,maceio,"dengo"
joao pessoa,sao luis,"teu santo nome - ao vivo"
joao pessoa,rio branco,"ninguem explica deus - ao vivo"
joao pessoa,sao luis,"ninguem explica deus - ao vivo"
joao pessoa,maceio,"cor de marte"
joao pessoa,sao luis,"cor de marte"
joao pessoa,sao luis,"zero a dez - ao vivo"
joao pessoa,maceio,"voce partiu meu coracao"
joao pessoa,porto velho,"voce partiu meu coracao"
joao pessoa,sao luis,"voce partiu meu coracao"
joao pessoa,sao paulo,"voce partiu meu coracao"
joao pessoa,maceio,"o que houve? - ao vivo"
joao pessoa,sao luis,"o que houve? - ao vivo"
joao pessoa,maceio,"minha felicidade"
joao pessoa,sao luis,"minha felicidade"
joao pessoa,maceio,"te pegar"
joao pessoa,sao luis,"te pegar"
joao pessoa,sao luis,"medo bobo - remix"
joao pessoa,maceio,"corpo sensual"
joao pessoa,sao luis,"corpo sensual"
joao pessoa,maceio,"ate ex duvida - ao vivo"
joao pessoa,porto velho,"ate ex duvida - ao vivo"
joao pessoa,sao luis,"ate ex duvida - ao vivo"
joao pessoa,sao paulo,"ate ex duvida - ao vivo"
joao pessoa,maceio,"me espera"
joao pessoa,sao luis,"me espera"
joao pessoa,sao luis,"santo espirito (holy spirit) - ao vivo"
joao pessoa,maceio,"meu cupido e gari - ao vivo"
joao pessoa,sao luis,"pra onde iremos? - ao vivo"
joao pessoa,sao luis,"voce gosta assim"
joao pessoa,sao luis,"espirito santo"
joao pessoa,maceio,"estaca zero"
joao pessoa,porto velho,"estaca zero"
joao pessoa,sao luis,"estaca zero"
joao pessoa,maceio,"loka"
joao pessoa,porto velho,"loka"
joao pessoa,sao luis,"loka"
joao pessoa,sao paulo,"loka"
joao pessoa,maceio,"k.o."
joao pessoa,sao luis,"k.o."
joao pessoa,sao paulo,"farofei"
joao pessoa,sao luis,"fantasma"
joao pessoa,sao paulo,"todo dia"
joao pessoa,maceio,"hoje e dia de maldade"
joao pessoa,sao luis,"hoje e dia de maldade"
joao pessoa,maceio,"sou eu"
joao pessoa,sao luis,"sou eu"
joao pessoa,maceio,"tumbalatum"
joao pessoa,porto velho,"tumbalatum"
joao pessoa,sao luis,"tumbalatum"
joao pessoa,sao paulo,"tumbalatum"
joao pessoa,maceio,"olha o gas - dennis remix"
joao pessoa,porto velho,"olha o gas - dennis remix"
joao pessoa,sao luis,"olha o gas - dennis remix"
joao pessoa,sao paulo,"olha o gas - dennis remix"
joao pessoa,porto velho,"voce merece cache - ao vivo"
joao pessoa,sao luis,"voce merece cache - ao vivo"
joao pessoa,sao paulo,"voce merece cache - ao vivo"
joao pessoa,maceio,"remexe mexe"
joao pessoa,sao luis,"remexe mexe"
joao pessoa,maceio,"nao me deixe sozinho"
joao pessoa,sao luis,"nao me deixe sozinho"
joao pessoa,maceio,"ultimo romance"
joao pessoa,sao luis,"ultimo romance"
joao pessoa,maceio,"amei te ver (acustica) - acustica"
joao pessoa,maceio,"eu sei de cor - ao vivo"
joao pessoa,sao luis,"eu sei de cor - ao vivo"
joao pessoa,sao paulo,"eu sei de cor - ao vivo"
joao pessoa,maceio,"eu to com ismo"
joao pessoa,sao paulo,"louca de saudade - ao vivo"
joao pessoa,maceio,"me namora (feat. edu ribeiro) - ao vivo"
joao pessoa,maceio,"casa pronta"
joao pessoa,maceio,"regime fechado - ao vivo"
joao pessoa,porto velho,"regime fechado - ao vivo"
joao pessoa,sao luis,"regime fechado - ao vivo"
joao pessoa,sao luis,"acredito (we believe)"
joao pessoa,sao luis,"sentimental"
joao pessoa,sao paulo,"ou some ou soma - ao vivo"
joao pessoa,sao luis,"oh meu deus"
joao pessoa,porto velho,"126 cabides"
joao pessoa,sao luis,"126 cabides"
maceio,sao luis,"vou te amar o ano inteiro - ao vivo"
maceio,sao luis,"com amor nao se brinca - ao vivo"
maceio,sao luis,"santinha - ao vivo"
maceio,sao luis,"desce com a gente"
maceio,sao luis,"to de boaca - ao vivo"
maceio,sao luis,"por conta desse amor"
maceio,sao luis,"me deixa louca"
maceio,sao luis,"cade voce? - acustico em trancoso / ao vivo"
maceio,sao luis,"cherecucheco"
maceio,sao luis,"daquele jeito"
maceio,sao luis,"casado, namorando, solteiro"
maceio,sao luis,"devagarinho"
maceio,salvador,"calcanhar de prego"
maceio,sao luis,"calcanhar de prego"
maceio,porto velho,"papel amassado - na praia 2 / ao vivo"
maceio,sao luis,"papel amassado - na praia 2 / ao vivo"
maceio,sao paulo,"papel amassado - na praia 2 / ao vivo"
maceio,sao luis,"naquele mesmo bar - ao vivo"
maceio,sao luis,"o doce - acustico em trancoso / ao vivo"
maceio,sao luis,"to limpando voce da minha vida (feat. solange almeida)"
maceio,sao luis,"vem nenem / agachadinho / nova danca - ao vivo em salvador"
maceio,sao luis,"taquita"
maceio,sao luis,"100% voce"
maceio,sao luis,"ela domina o ratata tum tum - ao vivo"
maceio,porto velho,"do teto ao chao - ao vivo"
maceio,sao luis,"do teto ao chao - ao vivo"
maceio,sao paulo,"do teto ao chao - ao vivo"
maceio,sao luis,"tua"
maceio,sao luis,"corpo sensual"
maceio,sao luis,"k.o."
maceio,sao luis,"cor de marte"
maceio,sao luis,"oitava dose - na praia 2 / ao vivo"
maceio,sao luis,"o que houve? - ao vivo"
maceio,sao luis,"eu quero e voce quer"
maceio,sao luis,"piloto automatico"
maceio,porto velho,"de quem e a culpa - ao vivo"
maceio,sao luis,"de quem e a culpa - ao vivo"
maceio,sao paulo,"de quem e a culpa - ao vivo"
maceio,porto velho,"olha a explosao"
maceio,sao luis,"olha a explosao"
maceio,porto velho,"acordando o predio"
maceio,sao luis,"acordando o predio"
maceio,porto velho,"olha o gas - dennis remix"
maceio,sao luis,"olha o gas - dennis remix"
maceio,sao paulo,"olha o gas - dennis remix"
maceio,porto velho,"tumbalatum"
maceio,sao luis,"tumbalatum"
maceio,sao paulo,"tumbalatum"
maceio,sao luis,"hoje e dia de maldade"
maceio,porto velho,"voce partiu meu coracao"
maceio,sao luis,"voce partiu meu coracao"
maceio,sao paulo,"voce partiu meu coracao"
maceio,sao luis,"remexe mexe"
maceio,porto velho,"estaca zero"
maceio,sao luis,"estaca zero"
maceio,sao luis,"minha felicidade"
maceio,porto velho,"loka"
maceio,sao luis,"loka"
maceio,sao paulo,"loka"
maceio,sao luis,"sou eu"
maceio,sao luis,"ultimo romance"
maceio,porto velho,"partiu"
maceio,sao luis,"partiu"
maceio,sao paulo,"partiu"
maceio,sao luis,"eu sei de cor - ao vivo"
maceio,sao paulo,"eu sei de cor - ao vivo"
maceio,porto velho,"ate ex duvida - ao vivo"
maceio,sao luis,"ate ex duvida - ao vivo"
maceio,sao paulo,"ate ex duvida - ao vivo"
maceio,sao luis,"o verao esta chegando"
maceio,sao paulo,"o verao esta chegando"
maceio,porto velho,"tudo de bom"
maceio,sao luis,"tudo de bom"
maceio,sao luis,"nao me deixe sozinho"
maceio,sao luis,"na ponta ela fica"
maceio,sao paulo,"na ponta ela fica"
maceio,sao luis,"bom"
maceio,sao luis,"apaga a luz e toma"
maceio,sao luis,"me espera"
maceio,sao luis,"perdendo a linha"
maceio,porto velho,"elas gostam"
maceio,sao luis,"elas gostam"
maceio,sao luis,"te pegar"
maceio,sao paulo,"eu, voce, o mar e ela"
maceio,porto velho,"cheia de marra"
maceio,sao luis,"cheia de marra"
maceio,porto velho,"regime fechado - ao vivo"
maceio,sao luis,"regime fechado - ao vivo"
manaus,natal,"tentativas em vao"
manaus,rio branco,"vai descendo"
manaus,natal,"verdadeiro amor - ao vivo"
manaus,teresina,"verdadeiro amor - ao vivo"
manaus,palmas,"flexiona"
manaus,rio branco,"flexiona"
manaus,teresina,"flexiona"
manaus,palmas,"dose envenenada"
manaus,sao luis,"quem chorava hoje ri - ao vivo"
manaus,natal,"decida - ao vivo"
manaus,teresina,"decida - ao vivo"
manaus,sao luis,"quem chorava hoje ri - ao vivo"
manaus,palmas,"nao e traicao"
manaus,teresina,"nao e traicao"
manaus,palmas,"filho do mato"
manaus,rio branco,"filho do mato"
manaus,teresina,"ficar numa boa"
manaus,palmas,"deixa eu te chamar de meu amor"
manaus,rio branco,"deixa eu te chamar de meu amor"
manaus,teresina,"deixa eu te chamar de meu amor"
manaus,palmas,"voce chegou"
manaus,teresina,"voce chegou"
natal,salvador,"dekole (dekole) [ao vivo]"
natal,teresina,"voce fugiu de mim"
natal,teresina,"online"
natal,recife,"desculpa"
natal,teresina,"desculpa"
natal,palmas,"ta rocheda"
natal,rio branco,"ta rocheda"
natal,teresina,"ta rocheda"
natal,recife,"love in gotham city"
natal,palmas,"planeta de cores"
natal,teresina,"planeta de cores"
natal,teresina,"decisao"
natal,recife,"anjo querubim"
natal,teresina,"anjo querubim"
natal,recife,"sede de te amar"
natal,teresina,"sede de te amar"
natal,teresina,"la raba"
natal,sao luis,"entao vai"
natal,teresina,"nao da prazer"
natal,teresina,"verdadeiro amor - ao vivo"
natal,teresina,"me namora"
natal,teresina,"se tivesse cuidado - ao vivo"
natal,teresina,"you are my love"
natal,teresina,"saudade louca de voce"
natal,palmas,"deixa lenta"
natal,rio branco,"deixa lenta"
natal,teresina,"deixa lenta"
natal,teresina,"petalas neon"
natal,teresina,"to caindo fora"
natal,teresina,"quero ser feliz"
natal,teresina,"mar de docura / a vontade que eu tenho - ao vivo"
natal,teresina,"leviana - live from sao paulo,brazil/2010"
natal,recife,"preta"
natal,rio branco,"preta"
natal,teresina,"preta"
natal,teresina,"chuveiro ligado"
natal,teresina,"erro preferido (imagina a cena) - ao vivo"
natal,salvador,"sarrando"
natal,recife,"amor de rapariga"
natal,teresina,"amor de rapariga"
natal,rio branco,"disputa das potrancas"
natal,teresina,"disputa das potrancas"
natal,recife,"nunca vai ser eu"
natal,recife,"senta devagar"
natal,teresina,"mamacita"
natal,teresina,"nao insista"
natal,teresina,"obsessao"
natal,teresina,"decida - ao vivo"
natal,recife,"popozao"
natal,teresina,"popozao"
natal,recife,"fui humilhado"
natal,palmas,"aquela nega"
natal,rio branco,"aquela nega"
natal,teresina,"isso e imortal"
natal,teresina,"frio na barriga"
natal,recife,"necessito"
natal,palmas,"open bar"
natal,palmas,"dna do interior"
natal,teresina,"dna do interior"
palmas,rio branco,"coracao de isca - ao vivo"
palmas,rio branco,"baladeiro"
palmas,teresina,"bora - ao vivo"
palmas,rio branco,"gargalo - ao vivo"
palmas,rio branco,"disk recaida - ao vivo"
palmas,rio branco,"quem e seu favorito - ao vivo"
palmas,teresina,"planeta de cores"
palmas,rio branco,"filho do mato"
palmas,rio branco,"lencol dobrado"
palmas,rio branco,"nota dez"
palmas,rio branco,"my baby"
palmas,teresina,"my baby"
palmas,rio branco,"aquela nega"
palmas,rio branco,"cobaia"
palmas,rio branco,"marketing - ao vivo"
palmas,rio branco,"deixa eu te chamar de meu amor"
palmas,teresina,"deixa eu te chamar de meu amor"
palmas,rio branco,"coracao de gelo"
palmas,teresina,"coracao de gelo"
palmas,rio branco,"divisao de bens - ao vivo"
palmas,teresina,"mala - ao vivo"
palmas,rio branco,"me chame de my love (participacao especial de gkay)"
palmas,rio branco,"eu sei que vem - ao vivo"
palmas,rio branco,"jenifer"
palmas,rio branco,"a queda foi na sua cama"
palmas,teresina,"dna do interior"
palmas,rio branco,"doce rotina - ao vivo"
palmas,rio branco,"moleque"
palmas,rio branco,"ne"
palmas,rio branco,"terra do ex"
palmas,rio branco,"nao era pra eu te amar"
palmas,rio branco,"chamou chamou"
palmas,rio branco,"ta rocheda"
palmas,teresina,"ta rocheda"
palmas,teresina,"solinho da rabeta"
palmas,rio branco,"reserva a mesa - ao vivo"
palmas,rio branco,"deixa lenta"
palmas,teresina,"deixa lenta"
palmas,rio branco,"ai voce chegou - ao vivo"
palmas,rio branco,"yeshua - ao vivo"
palmas,teresina,"voce chegou"
palmas,rio branco,"ai desgramou - ao vivo"
palmas,rio branco,"flexiona"
palmas,teresina,"flexiona"
palmas,rio branco,"materia de amor (participacao especial de matheus & kauan)"
palmas,rio branco,"empatia"
palmas,teresina,"nao e traicao"
palmas,rio branco,"aquieta minh'alma"
palmas,sao luis,"aquieta minh'alma"
porto velho,sao luis,"do teto ao chao - ao vivo"
porto velho,sao paulo,"do teto ao chao - ao vivo"
porto velho,sao luis,"ate ex duvida - ao vivo"
porto velho,sao paulo,"ate ex duvida - ao vivo"
porto velho,sao luis,"to fazendo amor"
porto velho,sao paulo,"to fazendo amor"
porto velho,sao luis,"papel amassado - na praia 2 / ao vivo"
porto velho,sao paulo,"papel amassado - na praia 2 / ao vivo"
porto velho,sao luis,"de quem e a culpa - ao vivo"
porto velho,sao paulo,"de quem e a culpa - ao vivo"
porto velho,sao luis,"regime fechado - ao vivo"
porto velho,sao paulo,"ficadinha - ao vivo"
porto velho,sao luis,"acordando o predio"
porto velho,sao luis,"olha a explosao"
porto velho,sao luis,"loka"
porto velho,sao paulo,"loka"
porto velho,sao luis,"126 cabides"
porto velho,sao paulo,"meu coracao deu pt - ao vivo"
porto velho,sao luis,"voce merece cache - ao vivo"
porto velho,sao paulo,"voce merece cache - ao vivo"
porto velho,sao luis,"voce partiu meu coracao"
porto velho,sao paulo,"voce partiu meu coracao"
porto velho,sao paulo,"pe direito"
porto velho,sao luis,"tumbalatum"
porto velho,sao paulo,"tumbalatum"
porto velho,sao luis,"olha o gas - dennis remix"
porto velho,sao paulo,"olha o gas - dennis remix"
porto velho,sao paulo,"e essa boca ai? - ao vivo"
porto velho,sao paulo,"deixa a gente quieto - ao vivo"
porto velho,sao luis,"elas gostam"
porto velho,sao paulo,"vidinha de balada - ao vivo"
porto velho,sao luis,"tudo de bom"
porto velho,sao paulo,"solteiro apaixonado"
porto velho,sao paulo,"seu policia - ao vivo"
porto velho,sao luis,"cheia de marra"
porto velho,sao paulo,"homem de familia - ao vivo"
porto velho,sao luis,"partiu"
porto velho,sao paulo,"partiu"
porto velho,sao paulo,"solteiro de novo - ao vivo"
porto velho,sao luis,"estaca zero"
recife,teresina,"desculpa"
recife,teresina,"amor de rapariga"
recife,teresina,"anjo querubim"
recife,teresina,"popozao"
recife,rio branco,"preta"
recife,teresina,"preta"
recife,teresina,"sofrendo por 100"
recife,teresina,"sede de te amar"
rio branco,teresina,"deixa lenta"
rio branco,teresina,"flexiona"
rio branco,teresina,"my baby"
rio branco,teresina,"stand by"
rio branco,teresina,"ta rocheda"
rio branco,teresina,"deixa eu te chamar de meu amor"
rio branco,teresina,"disputa das potrancas"
rio branco,teresina,"coracao de gelo"
rio branco,sao luis,"aquieta minh'alma"
rio branco,sao luis,"ninguem explica deus - ao vivo"
rio branco,teresina,"aquecimento da taina costa"
rio branco,teresina,"my baby"
rio branco,teresina,"12 horas - acustico"
rio branco,teresina,"novinha pode pa"
rio branco,teresina,"preta"
salvador,sao luis,"calcanhar de prego"
sao luis,sao paulo,"papel amassado - na praia 2 / ao vivo"
sao luis,sao paulo,"do teto ao chao - ao vivo"
sao luis,sao paulo,"de quem e a culpa - ao vivo"
sao luis,sao paulo,"ate ex duvida - ao vivo"
sao luis,sao paulo,"eu sei de cor - ao vivo"
sao luis,sao paulo,"olha o gas - dennis remix"
sao luis,sao paulo,"tumbalatum"
sao luis,sao paulo,"voce partiu meu coracao"
sao luis,sao paulo,"partiu"
sao luis,sao paulo,"loka"
sao luis,sao paulo,"na ponta ela fica"
sao luis,sao paulo,"o verao esta chegando"
sao luis,sao paulo,"to fazendo amor"
sao luis,sao paulo,"voce merece cache - ao vivo"

